content,subcategory,category
"Okay, so like, my laptop webcam light just turned ON by itself, right? I wasn't even using the computer.  Then, like, two days later, I get this creepy email.  Some guy says he was watching me through my webcam and recorded me in my room.  Says he'll post it online if I don't pay him money.  This is messed up. I'm really scared and don't know what to do.  How can someone just watch me like that?!",cyber_voyeurism,Crime Against Women & Children
"OMG, this is so creepy. My laptop webcam light just turned on again, by itself!  Like, I wasn't even using the computer.  I'm seriously freaked out now. I think someone is spying on me through my webcam.  This is my private space!  I feel totally violated and scared.  What the hell is happening and how do I stop this?!",cyber_voyeurism,Crime Against Women & Children
"I think someone is watching me through my phone camera.  My phone is acting weird, like apps opening on their own and the camera light sometimes flashes even when I'm not taking pictures.  I was changing clothes the other day and the camera light went on for a second, and I swear I heard a click sound too.  I'm really scared that someone is secretly recording me in my own house.  This is not okay, I feel so unsafe and exposed.  I need help to figure out if I'm being spied on and how to stop it.",cyber_voyeurism,Crime Against Women & Children
OMG you won't believe this. My webcam light just turned on by itself while I was changing! I swear I didn't touch anything.  I quickly covered it with tape but now I'm like totally paranoid. What if someone was watching me? Is this even possible? I feel so creeped out and violated.  Is there a way to check if someone hacked my laptop camera? I am really scared.,cyber_voyeurism,Crime Against Women & Children
"I think my webcam on my laptop is compromised or something.  Like, the little light keeps flicking on even when I haven't started any video calls or anything.  And just now, I got this email from some weirdo saying they have videos of me in my bedroom and they'll post them online unless I pay them money.  This is freaking me out, I don't know what to do. I feel so exposed and violated, like someone's been watching me without me knowing.",cyber_voyeurism,Crime Against Women & Children
"OMG! I just found out something really disturbing. My friend sent me a link and said I should check it out. When I clicked on it, I saw pictures of myself... really private pictures! I never gave anyone permission to take or share these. I think someone must have hacked into my old cloud account because those pictures are from like years ago when I backed up my phone. I feel so violated and exposed. This is a huge invasion of my privacy and I'm freaking out. What can I do? I need help, this is not okay!",cyber_voyeurism,Crime Against Women & Children
"OMG I think someone is watching me through my phone camera!  I was just changing in my bedroom and then I saw the little green light next to the camera blink on and off.  I didn't do anything to turn it on, like no apps were open or anything.  This is freaking me out.  Is someone spying on me? I feel so exposed and violated.  I need help, I don't know what to do.  This is not okay!",cyber_voyeurism,Crime Against Women & Children
"OMG I think someone is watching me through my phone camera.  Like, the little green dot thingy keeps blinking even when I'm not using any apps.  I covered the camera with a sticker but I'm still freaked out.  Is this even possible?  I feel so unsafe in my own home now.  Need help ASAP.",cyber_voyeurism,Crime Against Women & Children
"OMG! I think someone is watching me through my laptop camera.  The little green light next to the camera keeps flashing even when I'm not using it. Like, just now it turned on when I was changing clothes after my shower.  This is freaking me out. I covered it with a sticker now but I'm still scared they saw something already. What do I do?",cyber_voyeurism,Crime Against Women & Children
OMG I think someone is watching me through my laptop camera!  The little light next to the camera just turned on for no reason. I wasn't even using the computer for video calls or anything.  I covered it with a sticker now but I'm totally freaked out.  Is someone spying on me?  This is so creepy and wrong.  I feel so unsafe in my own house now.,cyber_voyeurism,Crime Against Women & Children
"OMG, I'm freaking out!  I think someone is watching me through my laptop camera.  Like, the little light next to the camera turned on by itself a couple of times today when I wasn't even using the computer.  Then, just now, I got this weird email.  It's from some random email address, and it says they have videos of me in my apartment and if I don't pay them money, they're gonna put them online.  This is so creepy! I feel totally violated and scared. I don't know what to do.  I'm worried they saw me changing or something.  This is not okay!",cyber_voyeurism,Crime Against Women & Children
"I was just told by a friend that there's a website showing videos of people in their homes, like from webcams.  Apparently, my webcam was hacked and there's a video of me in my bedroom on that site!  I never gave anyone permission to watch me, let alone record me.  This is disgusting and creepy. I feel so unsafe in my own house now.  Need to report this NOW!",cyber_voyeurism,Crime Against Women & Children
"I was just chilling in my living room last night, watching some videos on my phone, when I glanced at my laptop. The webcam light was ON.  I swear, I didn't turn it on.  I haven't used video chat in like, weeks.  I got this really sick feeling in my stomach.  Like someone was watching me.  I covered the camera with tape right away but I'm still freaking out.  What if they saw me?  What if they recorded me?  This is a serious invasion of privacy, and I'm scared someone is spying on me through my own laptop.  I need to report this, this isn't right.",cyber_voyeurism,Crime Against Women & Children
"My webcam light turned on by itself on my laptop yesterday even though I wasn't using it. Today some random person contacted me online saying they recorded me through my webcam and are threatening to release the videos unless I pay them money.  This is cyber voyeurism, right? I feel completely invaded and terrified.",cyber_voyeurism,Crime Against Women & Children
"OMG I think someone is watching me through my laptop camera!!! I was just chilling in my room, you know, just wearing comfy clothes and stuff, and then I saw the little green light next to my webcam blink on.  I didn't turn it on!  I freaked out and covered it with tape immediately.  But now I'm like, did someone see me? What did they see? I feel so gross and violated.  Is this even legal?  I'm so scared to use my laptop now.",cyber_voyeurism,Crime Against Women & Children
"OMG, I am freaking out. My webcam on my laptop, I think someone hacked it. The green light was on for no reason. And now some creep is messaging me saying they got pics of me in my bedroom. Like, wtf? They said they'll put them online if I don't pay them. This is messed up. I'm so scared and angry. Please help!",cyber_voyeurism,Crime Against Women & Children
"OMG, I'm so freaked out. I think my neighbor is spying on me through my bathroom window.  I saw a weird flash of light from his apartment when I was showering last night.  And then today, I noticed his blinds were slightly open and pointed RIGHT at my bathroom window!  It's like he's trying to peek.  I feel so violated and disgusting.",cyber_voyeurism,Crime Against Women & Children
"I was just sitting at my desk, working on my computer, and I noticed the little green light next to my webcam was on.  I wasn't using the webcam for anything.  This is the second time this has happened this week.  I'm really freaked out that someone could be watching me through my own webcam without me even knowing.  It's a total invasion of privacy and makes me feel unsafe in my own home.  I need help figuring out who is doing this and how to stop it.",cyber_voyeurism,Crime Against Women & Children
"OMG, I'm totally freaked out!  I was just video chatting with my mom, right?  And after we hung up, I noticed the little green light next to my laptop camera was STILL ON. Like, it was just staring at me. I didn't turn it on! I closed all the apps, everything.  I even restarted my laptop and it was STILL ON for a sec before turning off.  Is someone watching me through my webcam?  I'm so creeped out. I put tape over it now but I'm still scared someone saw me. This is not okay!",cyber_voyeurism,Crime Against Women & Children
"OMG I'm freaking out. I think my landlord is spying on me! I just found this weird thing plugged into the wall in my bathroom, like behind the mirror. It's tiny, but it looks like a camera. I unplugged it immediately. I'm so scared, what if he's been watching me this whole time? I rent this apartment and I thought it was safe. I feel so violated and sick to my stomach.  I need to report this, this is not right at all.",cyber_voyeurism,Crime Against Women & Children
"My phone's front camera... I think it's been hacked or something.  Yesterday I was just chilling at home, you know, in my pajamas, and I got a weird notification on my phone.  Clicked it and it was a picture... OF ME.  Like, a picture taken from my own front camera, but I didn't take it! It was from like, a few minutes before the notification.  Someone is watching me through my phone camera. This is seriously creeping me out and I feel totally unsafe in my own house now.  I need help figuring out who is doing this and how to stop them.",cyber_voyeurism,Crime Against Women & Children
"OMG, I'm freaking out. My private pics are online! Like, really private ones. I only ever sent them to my boyfriend on Whatsapp, nobody else. Now they're all over some website I don't even know. He swears he didn't do it.  Did someone hack my Whatsapp or something? I'm so scared and feel totally violated. What do I do?",cyber_voyeurism,Crime Against Women & Children
"Okay so like, i was just on my computer, right? And the little light next to my webcam, you know the one that shows when its on?  It just turned on by itself. I freaked out cuz i didnt open the camera or anything.  Then like yesterday i got some weird email from some name i dont know, saying they recorded me.  Recorded me doing what??  They said they got video of me in my bedroom and they want money or they gonna post it online.  This is some kinda sicko spying thing right?  I feel totally creeped out and unsafe now.",cyber_voyeurism,Crime Against Women & Children
"Okay, so like, my laptop webcam light just turned ON by itself, right? I wasn't even using the computer.  Then, like, two days later, I get this creepy email.  Some guy says he was watching me through my webcam and recorded me in my room.  Says he'll post it online if I don't pay him money.  This is messed up. I'm really scared and don't know what to do.  How can someone just watch me like that?!",cyber_voyeurism,Crime Against Women & Children
"OMG, this is so creepy. My laptop webcam light just turned on again, by itself!  Like, I wasn't even using the computer.  I'm seriously freaked out now. I think someone is spying on me through my webcam.  This is my private space!  I feel totally violated and scared.  What the hell is happening and how do I stop this?!",cyber_voyeurism,Crime Against Women & Children
"I think someone is watching me through my phone camera.  My phone is acting weird, like apps opening on their own and the camera light sometimes flashes even when I'm not taking pictures.  I was changing clothes the other day and the camera light went on for a second, and I swear I heard a click sound too.  I'm really scared that someone is secretly recording me in my own house.  This is not okay, I feel so unsafe and exposed.  I need help to figure out if I'm being spied on and how to stop it.",cyber_voyeurism,Crime Against Women & Children
OMG you won't believe this. My webcam light just turned on by itself while I was changing! I swear I didn't touch anything.  I quickly covered it with tape but now I'm like totally paranoid. What if someone was watching me? Is this even possible? I feel so creeped out and violated.  Is there a way to check if someone hacked my laptop camera? I am really scared.,cyber_voyeurism,Crime Against Women & Children
"I think my webcam on my laptop is compromised or something.  Like, the little light keeps flicking on even when I haven't started any video calls or anything.  And just now, I got this email from some weirdo saying they have videos of me in my bedroom and they'll post them online unless I pay them money.  This is freaking me out, I don't know what to do. I feel so exposed and violated, like someone's been watching me without me knowing.",cyber_voyeurism,Crime Against Women & Children
"OMG! I just found out something really disturbing. My friend sent me a link and said I should check it out. When I clicked on it, I saw pictures of myself... really private pictures! I never gave anyone permission to take or share these. I think someone must have hacked into my old cloud account because those pictures are from like years ago when I backed up my phone. I feel so violated and exposed. This is a huge invasion of my privacy and I'm freaking out. What can I do? I need help, this is not okay!",cyber_voyeurism,Crime Against Women & Children
"OMG I think someone is watching me through my phone camera!  I was just changing in my bedroom and then I saw the little green light next to the camera blink on and off.  I didn't do anything to turn it on, like no apps were open or anything.  This is freaking me out.  Is someone spying on me? I feel so exposed and violated.  I need help, I don't know what to do.  This is not okay!",cyber_voyeurism,Crime Against Women & Children
"OMG I think someone is watching me through my phone camera.  Like, the little green dot thingy keeps blinking even when I'm not using any apps.  I covered the camera with a sticker but I'm still freaked out.  Is this even possible?  I feel so unsafe in my own home now.  Need help ASAP.",cyber_voyeurism,Crime Against Women & Children
"OMG! I think someone is watching me through my laptop camera.  The little green light next to the camera keeps flashing even when I'm not using it. Like, just now it turned on when I was changing clothes after my shower.  This is freaking me out. I covered it with a sticker now but I'm still scared they saw something already. What do I do?",cyber_voyeurism,Crime Against Women & Children
OMG I think someone is watching me through my laptop camera!  The little light next to the camera just turned on for no reason. I wasn't even using the computer for video calls or anything.  I covered it with a sticker now but I'm totally freaked out.  Is someone spying on me?  This is so creepy and wrong.  I feel so unsafe in my own house now.,cyber_voyeurism,Crime Against Women & Children
"OMG, I'm freaking out!  I think someone is watching me through my laptop camera.  Like, the little light next to the camera turned on by itself a couple of times today when I wasn't even using the computer.  Then, just now, I got this weird email.  It's from some random email address, and it says they have videos of me in my apartment and if I don't pay them money, they're gonna put them online.  This is so creepy! I feel totally violated and scared. I don't know what to do.  I'm worried they saw me changing or something.  This is not okay!",cyber_voyeurism,Crime Against Women & Children
"I was just told by a friend that there's a website showing videos of people in their homes, like from webcams.  Apparently, my webcam was hacked and there's a video of me in my bedroom on that site!  I never gave anyone permission to watch me, let alone record me.  This is disgusting and creepy. I feel so unsafe in my own house now.  Need to report this NOW!",cyber_voyeurism,Crime Against Women & Children
"I was just chilling in my living room last night, watching some videos on my phone, when I glanced at my laptop. The webcam light was ON.  I swear, I didn't turn it on.  I haven't used video chat in like, weeks.  I got this really sick feeling in my stomach.  Like someone was watching me.  I covered the camera with tape right away but I'm still freaking out.  What if they saw me?  What if they recorded me?  This is a serious invasion of privacy, and I'm scared someone is spying on me through my own laptop.  I need to report this, this isn't right.",cyber_voyeurism,Crime Against Women & Children
"My webcam light turned on by itself on my laptop yesterday even though I wasn't using it. Today some random person contacted me online saying they recorded me through my webcam and are threatening to release the videos unless I pay them money.  This is cyber voyeurism, right? I feel completely invaded and terrified.",cyber_voyeurism,Crime Against Women & Children
"OMG I think someone is watching me through my laptop camera!!! I was just chilling in my room, you know, just wearing comfy clothes and stuff, and then I saw the little green light next to my webcam blink on.  I didn't turn it on!  I freaked out and covered it with tape immediately.  But now I'm like, did someone see me? What did they see? I feel so gross and violated.  Is this even legal?  I'm so scared to use my laptop now.",cyber_voyeurism,Crime Against Women & Children
"OMG, I am freaking out. My webcam on my laptop, I think someone hacked it. The green light was on for no reason. And now some creep is messaging me saying they got pics of me in my bedroom. Like, wtf? They said they'll put them online if I don't pay them. This is messed up. I'm so scared and angry. Please help!",cyber_voyeurism,Crime Against Women & Children
"OMG, I'm so freaked out. I think my neighbor is spying on me through my bathroom window.  I saw a weird flash of light from his apartment when I was showering last night.  And then today, I noticed his blinds were slightly open and pointed RIGHT at my bathroom window!  It's like he's trying to peek.  I feel so violated and disgusting.",cyber_voyeurism,Crime Against Women & Children
"I was just sitting at my desk, working on my computer, and I noticed the little green light next to my webcam was on.  I wasn't using the webcam for anything.  This is the second time this has happened this week.  I'm really freaked out that someone could be watching me through my own webcam without me even knowing.  It's a total invasion of privacy and makes me feel unsafe in my own home.  I need help figuring out who is doing this and how to stop it.",cyber_voyeurism,Crime Against Women & Children
"OMG, I'm totally freaked out!  I was just video chatting with my mom, right?  And after we hung up, I noticed the little green light next to my laptop camera was STILL ON. Like, it was just staring at me. I didn't turn it on! I closed all the apps, everything.  I even restarted my laptop and it was STILL ON for a sec before turning off.  Is someone watching me through my webcam?  I'm so creeped out. I put tape over it now but I'm still scared someone saw me. This is not okay!",cyber_voyeurism,Crime Against Women & Children
"OMG! I just found a freakin' camera in my bathroom!!! Like, hidden in the freakin' air vent! I was getting ready for shower and something looked off about the vent and I checked and BAM! Tiny camera.  I'm freaking out. Who put it there? My landlord?  My roommate?  I feel so violated and sick to my stomach. I don't know what to do.  Are they watching me right now?  This is so wrong.",cyber_voyeurism,Crime Against Women & Children
"OMG you guys won't believe this. I'm staying at this airbnb and I swear I just found a hidden camera in the bedroom. It's like, inside the smoke detector on the ceiling.  I was getting dressed and something just looked off about it, so I got on a chair and took it down and BAM! tiny camera lens.  I'm freaking out right now. Who knows how long this thing has been recording?  This is totally illegal, right? I feel so violated and disgusting.  I need to report this like ASAP.",cyber_voyeurism,Crime Against Women & Children
"I was just sitting in my living room watching tv when I noticed the little green light next to my laptop camera was on. I didn't turn it on! I checked and no apps were using the camera.  Then like two days later, I got a weird message online from someone I don't know. They said they have videos of me in my house and will post them if I don't pay them money.  I'm so scared, how did they even get videos? I think someone hacked my laptop camera and is watching me. This is messed up.",cyber_voyeurism,Crime Against Women & Children
"I am so freaked out right now! I was just in my bathroom getting ready and I noticed this weird little light blinking in the air vent.  I got a chair to look closer and OMG, it's a tiny camera! Like, hidden in the vent! I live alone, and I haven't given anyone permission to put cameras in my apartment.  I feel completely violated and unsafe in my own home now.  Who would do this?! I want to report this and find out who is spying on me in my own bathroom. This is disgusting and illegal, right?",cyber_voyeurism,Crime Against Women & Children
"This is insane! I think someone is watching me through my phone camera.  Like, the little green light next to the camera keeps turning on even when I'm not using any apps that need the camera.  I was just chilling at home in my pajamas and it flickered on and off a few times.  Then today, I got a weird message from some random number asking if I liked my new wallpaper... which is the wallpaper in my bedroom!  This is seriously creeping me out.  I feel like someone is spying on me in my own house and it's my phone camera.  I need help, this is not okay.",cyber_voyeurism,Crime Against Women & Children
"I think someone is watching me through my phone camera. Like, the little green light next to the camera sometimes just turns on for no reason. I haven't downloaded any weird apps or anything, but it's really freaking me out.  I cover the camera now with a sticker but still, what if they can hear me too?  This is creepy and I feel so unsafe.",cyber_voyeurism,Crime Against Women & Children
"OMG I am freaking out. My webcam light just turned ON by itself on my laptop while I was changing! I swear I didn't turn it on. Then like, 10 mins later, I get a message from some random account online with a screenshot from my webcam! They saw me undressing in my own house!  This is so wrong and creepy. I feel totally violated and exposed.  What do I do? This is cyber voyeurism right?  I am so scared someone is watching me all the time now.",cyber_voyeurism,Crime Against Women & Children
"I think my webcam is hacked or something.  Like, the little light keeps blinking even when I'm not using the laptop.  And sometimes I hear weird noises from my speakers when everything is muted.  I'm worried someone is watching me through my camera.  This is freaking me out, I don't feel safe in my own room anymore.",cyber_voyeurism,Crime Against Women & Children
"Okay so like, I was at my boyfriend's place, right? And I went to use his computer to check my email.  He was in the shower, and I was just gonna be quick. But then I saw this folder on his desktop, like, named 'Private'.  Curiosity got the better of me, stupid me.  I opened it and it was FULL of pictures and videos of ME.  Like, getting dressed in my bedroom at my place!  Getting out of the shower! Stuff I NEVER showed him.  I'm freaking out.  He must have hacked my phone or something? Or put cameras in my apartment? I feel totally sick and violated.  This isn't right. I want to report this.  He's a creep.",cyber_voyeurism,Crime Against Women & Children
"I was video chatting with my boyfriend last night, just normal stuff, in my bedroom. Today, some random guy messaged me on Insta with screenshots from our video call!  Like, really private moments.  I never gave anyone permission to record that.  I'm so scared and disgusted, how is this even possible?  I think he hacked into my phone or something.  This is a huge invasion of my privacy.",cyber_voyeurism,Crime Against Women & Children
I think someone is watching me through my smart TV. The camera thing on top turned on by itself when I was changing clothes in my living room.  I saw the light and it moved.  I'm so embarrassed and violated. This is a huge invasion of privacy. Is this even legal?,cyber_voyeurism,Crime Against Women & Children
"OMG you guys won't believe this. I was just scrolling through some random website and BAM there it is. A video of ME.  In my bedroom. Like, getting changed. I am freaking out. I never gave anyone permission to film me like that.  I think someone hacked my laptop or something?  This is seriously messed up. I feel so exposed and violated.  I need to report this like NOW.",cyber_voyeurism,Crime Against Women & Children
"Help! I think someone is watching me through my smart TV. The little camera light came on when the TV was off, and I swear I didn't turn it on.  I was just relaxing at home, and now I'm freaking out that someone could be seeing me in my own house.  This is a huge privacy violation and I feel totally unsafe now.",cyber_voyeurism,Crime Against Women & Children
I was video calling my boyfriend yesterday and suddenly the call got disconnected. Then he called me back saying he saw my webcam light blink for a second even when we were not on video call. I checked and it's happening again and again. I am worried someone is watching me through my laptop camera without me knowing. This is creepy and I feel so unsafe in my own room now.,cyber_voyeurism,Crime Against Women & Children
"OMG I think someone is watching me through my laptop camera!!  The little light next to the webcam just turned ON by itself, and I wasn't even using it.  This is creepy as hell.  I covered it with tape now but I'm freaked out.  What if they saw something??  I was just chilling in my room, like normal.  I need to know if someone hacked my computer and was spying on me. This is making me feel so unsafe and violated.",cyber_voyeurism,Crime Against Women & Children
"I am absolutely disgusted and violated. I was renting an apartment for vacation, you know, through one of those online sites. And today, while I was getting ready in the bathroom, I noticed something weird with the vent.  I got closer and OH MY GOD. It was a camera. A tiny freaking camera hidden inside the vent!  I am so freaked out. Who knows how long it's been there, who's been watching me?!  This is not right. This is a huge invasion of privacy and I feel so unsafe and exposed. I want to report this, this is some serious creepy stuff happening.",cyber_voyeurism,Crime Against Women & Children
"I was video chatting with my girlfriend last night, and we were being intimate, you know?  Today, someone messaged me on Instagram with a clip from our video call.  It's a really private part, and I'm freaking out.  They said they recorded us without us knowing and now they have it.  I don't know who this is or how they got it, but I feel completely sick and exposed.  This is a huge violation.",cyber_voyeurism,Crime Against Women & Children
"Yo, I think my smart TV is spying on me.  Webcam light flashes sometimes even when I'm not on a call.  And ads are showing up online for stuff me and my wife talk about in the bedroom.  This is messed up.  I think someone is watching us in our own house.",cyber_voyeurism,Crime Against Women & Children
"Okay so like, this is really freaking me out. I was video chatting with my friend last night and she suddenly was like, 'Wait, is that a camera in your bookshelf?'  I was confused and she told me to look closer. Turns out, someone had stuck a tiny camera, like one of those spy cams, hidden in a book facing my bed!!  I live alone! Who would do this? I feel totally violated and scared to even be in my own apartment now.  I ripped it out and called the cops, but seriously, what the heck is wrong with people?!",cyber_voyeurism,Crime Against Women & Children
"OMG I'm freaking out. I think my landlord is spying on me! I just found this weird thing plugged into the wall in my bathroom, like behind the mirror. It's tiny, but it looks like a camera. I unplugged it immediately. I'm so scared, what if he's been watching me this whole time? I rent this apartment and I thought it was safe. I feel so violated and sick to my stomach.  I need to report this, this is not right at all.",cyber_voyeurism,Crime Against Women & Children
"My phone's front camera... I think it's been hacked or something.  Yesterday I was just chilling at home, you know, in my pajamas, and I got a weird notification on my phone.  Clicked it and it was a picture... OF ME.  Like, a picture taken from my own front camera, but I didn't take it! It was from like, a few minutes before the notification.  Someone is watching me through my phone camera. This is seriously creeping me out and I feel totally unsafe in my own house now.  I need help figuring out who is doing this and how to stop them.",cyber_voyeurism,Crime Against Women & Children
"OMG, I'm freaking out. My private pics are online! Like, really private ones. I only ever sent them to my boyfriend on Whatsapp, nobody else. Now they're all over some website I don't even know. He swears he didn't do it.  Did someone hack my Whatsapp or something? I'm so scared and feel totally violated. What do I do?",cyber_voyeurism,Crime Against Women & Children
"Okay so like, i was just on my computer, right? And the little light next to my webcam, you know the one that shows when its on?  It just turned on by itself. I freaked out cuz i didnt open the camera or anything.  Then like yesterday i got some weird email from some name i dont know, saying they recorded me.  Recorded me doing what??  They said they got video of me in my bedroom and they want money or they gonna post it online.  This is some kinda sicko spying thing right?  I feel totally creeped out and unsafe now.",cyber_voyeurism,Crime Against Women & Children
"Okay, so like, my laptop webcam light just turned ON by itself, right? I wasn't even using the computer.  Then, like, two days later, I get this creepy email.  Some guy says he was watching me through my webcam and recorded me in my room.  Says he'll post it online if I don't pay him money.  This is messed up. I'm really scared and don't know what to do.  How can someone just watch me like that?!",cyber_voyeurism,Crime Against Women & Children
"OMG, this is so creepy. My laptop webcam light just turned on again, by itself!  Like, I wasn't even using the computer.  I'm seriously freaked out now. I think someone is spying on me through my webcam.  This is my private space!  I feel totally violated and scared.  What the hell is happening and how do I stop this?!",cyber_voyeurism,Crime Against Women & Children
"I think someone is watching me through my phone camera.  My phone is acting weird, like apps opening on their own and the camera light sometimes flashes even when I'm not taking pictures.  I was changing clothes the other day and the camera light went on for a second, and I swear I heard a click sound too.  I'm really scared that someone is secretly recording me in my own house.  This is not okay, I feel so unsafe and exposed.  I need help to figure out if I'm being spied on and how to stop it.",cyber_voyeurism,Crime Against Women & Children
OMG you won't believe this. My webcam light just turned on by itself while I was changing! I swear I didn't touch anything.  I quickly covered it with tape but now I'm like totally paranoid. What if someone was watching me? Is this even possible? I feel so creeped out and violated.  Is there a way to check if someone hacked my laptop camera? I am really scared.,cyber_voyeurism,Crime Against Women & Children
"I think my webcam on my laptop is compromised or something.  Like, the little light keeps flicking on even when I haven't started any video calls or anything.  And just now, I got this email from some weirdo saying they have videos of me in my bedroom and they'll post them online unless I pay them money.  This is freaking me out, I don't know what to do. I feel so exposed and violated, like someone's been watching me without me knowing.",cyber_voyeurism,Crime Against Women & Children
"OMG! I just found out something really disturbing. My friend sent me a link and said I should check it out. When I clicked on it, I saw pictures of myself... really private pictures! I never gave anyone permission to take or share these. I think someone must have hacked into my old cloud account because those pictures are from like years ago when I backed up my phone. I feel so violated and exposed. This is a huge invasion of my privacy and I'm freaking out. What can I do? I need help, this is not okay!",cyber_voyeurism,Crime Against Women & Children
"OMG I think someone is watching me through my phone camera!  I was just changing in my bedroom and then I saw the little green light next to the camera blink on and off.  I didn't do anything to turn it on, like no apps were open or anything.  This is freaking me out.  Is someone spying on me? I feel so exposed and violated.  I need help, I don't know what to do.  This is not okay!",cyber_voyeurism,Crime Against Women & Children
"OMG I think someone is watching me through my phone camera.  Like, the little green dot thingy keeps blinking even when I'm not using any apps.  I covered the camera with a sticker but I'm still freaked out.  Is this even possible?  I feel so unsafe in my own home now.  Need help ASAP.",cyber_voyeurism,Crime Against Women & Children
"OMG! I think someone is watching me through my laptop camera.  The little green light next to the camera keeps flashing even when I'm not using it. Like, just now it turned on when I was changing clothes after my shower.  This is freaking me out. I covered it with a sticker now but I'm still scared they saw something already. What do I do?",cyber_voyeurism,Crime Against Women & Children
OMG I think someone is watching me through my laptop camera!  The little light next to the camera just turned on for no reason. I wasn't even using the computer for video calls or anything.  I covered it with a sticker now but I'm totally freaked out.  Is someone spying on me?  This is so creepy and wrong.  I feel so unsafe in my own house now.,cyber_voyeurism,Crime Against Women & Children
"OMG, I'm freaking out!  I think someone is watching me through my laptop camera.  Like, the little light next to the camera turned on by itself a couple of times today when I wasn't even using the computer.  Then, just now, I got this weird email.  It's from some random email address, and it says they have videos of me in my apartment and if I don't pay them money, they're gonna put them online.  This is so creepy! I feel totally violated and scared. I don't know what to do.  I'm worried they saw me changing or something.  This is not okay!",cyber_voyeurism,Crime Against Women & Children
"I was just told by a friend that there's a website showing videos of people in their homes, like from webcams.  Apparently, my webcam was hacked and there's a video of me in my bedroom on that site!  I never gave anyone permission to watch me, let alone record me.  This is disgusting and creepy. I feel so unsafe in my own house now.  Need to report this NOW!",cyber_voyeurism,Crime Against Women & Children
"I was just chilling in my living room last night, watching some videos on my phone, when I glanced at my laptop. The webcam light was ON.  I swear, I didn't turn it on.  I haven't used video chat in like, weeks.  I got this really sick feeling in my stomach.  Like someone was watching me.  I covered the camera with tape right away but I'm still freaking out.  What if they saw me?  What if they recorded me?  This is a serious invasion of privacy, and I'm scared someone is spying on me through my own laptop.  I need to report this, this isn't right.",cyber_voyeurism,Crime Against Women & Children
"My webcam light turned on by itself on my laptop yesterday even though I wasn't using it. Today some random person contacted me online saying they recorded me through my webcam and are threatening to release the videos unless I pay them money.  This is cyber voyeurism, right? I feel completely invaded and terrified.",cyber_voyeurism,Crime Against Women & Children
"OMG I think someone is watching me through my laptop camera!!! I was just chilling in my room, you know, just wearing comfy clothes and stuff, and then I saw the little green light next to my webcam blink on.  I didn't turn it on!  I freaked out and covered it with tape immediately.  But now I'm like, did someone see me? What did they see? I feel so gross and violated.  Is this even legal?  I'm so scared to use my laptop now.",cyber_voyeurism,Crime Against Women & Children
"OMG, I am freaking out. My webcam on my laptop, I think someone hacked it. The green light was on for no reason. And now some creep is messaging me saying they got pics of me in my bedroom. Like, wtf? They said they'll put them online if I don't pay them. This is messed up. I'm so scared and angry. Please help!",cyber_voyeurism,Crime Against Women & Children
"OMG, I'm so freaked out. I think my neighbor is spying on me through my bathroom window.  I saw a weird flash of light from his apartment when I was showering last night.  And then today, I noticed his blinds were slightly open and pointed RIGHT at my bathroom window!  It's like he's trying to peek.  I feel so violated and disgusting.",cyber_voyeurism,Crime Against Women & Children
"I was just sitting at my desk, working on my computer, and I noticed the little green light next to my webcam was on.  I wasn't using the webcam for anything.  This is the second time this has happened this week.  I'm really freaked out that someone could be watching me through my own webcam without me even knowing.  It's a total invasion of privacy and makes me feel unsafe in my own home.  I need help figuring out who is doing this and how to stop it.",cyber_voyeurism,Crime Against Women & Children
"OMG, I'm totally freaked out!  I was just video chatting with my mom, right?  And after we hung up, I noticed the little green light next to my laptop camera was STILL ON. Like, it was just staring at me. I didn't turn it on! I closed all the apps, everything.  I even restarted my laptop and it was STILL ON for a sec before turning off.  Is someone watching me through my webcam?  I'm so creeped out. I put tape over it now but I'm still scared someone saw me. This is not okay!",cyber_voyeurism,Crime Against Women & Children
"OMG! I just found a freakin' camera in my bathroom!!! Like, hidden in the freakin' air vent! I was getting ready for shower and something looked off about the vent and I checked and BAM! Tiny camera.  I'm freaking out. Who put it there? My landlord?  My roommate?  I feel so violated and sick to my stomach. I don't know what to do.  Are they watching me right now?  This is so wrong.",cyber_voyeurism,Crime Against Women & Children
"OMG you guys won't believe this. I'm staying at this airbnb and I swear I just found a hidden camera in the bedroom. It's like, inside the smoke detector on the ceiling.  I was getting dressed and something just looked off about it, so I got on a chair and took it down and BAM! tiny camera lens.  I'm freaking out right now. Who knows how long this thing has been recording?  This is totally illegal, right? I feel so violated and disgusting.  I need to report this like ASAP.",cyber_voyeurism,Crime Against Women & Children
"I was just sitting in my living room watching tv when I noticed the little green light next to my laptop camera was on. I didn't turn it on! I checked and no apps were using the camera.  Then like two days later, I got a weird message online from someone I don't know. They said they have videos of me in my house and will post them if I don't pay them money.  I'm so scared, how did they even get videos? I think someone hacked my laptop camera and is watching me. This is messed up.",cyber_voyeurism,Crime Against Women & Children
"I am so freaked out right now! I was just in my bathroom getting ready and I noticed this weird little light blinking in the air vent.  I got a chair to look closer and OMG, it's a tiny camera! Like, hidden in the vent! I live alone, and I haven't given anyone permission to put cameras in my apartment.  I feel completely violated and unsafe in my own home now.  Who would do this?! I want to report this and find out who is spying on me in my own bathroom. This is disgusting and illegal, right?",cyber_voyeurism,Crime Against Women & Children
